PeakID (cmd=annotatePeaks.pl results/tmp hg38 -annStats results/merged.p-3.anno.stats -go results/results/merged.p-3.go)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
C16_NA_LUT_Up-64	chr1	234603913	234604112	+	0	NA	TTS (NM_001077397)	TTS (NM_001077397)	5513	NM_001077397	359948		NM_182972	ENSG00000168264	IRF2BP2	CVID14	interferon regulatory factor 2 binding protein 2	protein-coding
C16_NA_LUT_Up-1147	chr5	28022446	28022654	+	0	NA	Intergenic	MLT1A1|LTR|ERVL-MaLR	265115	NR_134265	105374698		NR_134265	ENSG00000249785	LINC02103	-	long intergenic non-protein coding RNA 2103	ncRNA
C16_NA_LUT_Up-462	chr16	25340603	25341415	+	0	NA	Intergenic	Intergenic	-83164	NM_001012981	342357		NM_001012981	ENSG00000155592	ZKSCAN2	ZNF694|ZSCAN31|ZSCAN34	zinc finger with KRAB and SCAN domains 2	protein-coding
C16_NA_LUT_Up-1254	chr6	14093195	14095211	+	0	NA	Intergenic	Intergenic	-23053	NM_001251901	9308		NM_004233	ENSG00000112149	CD83	BL11|HB15	CD83 molecule	protein-coding
C16_NA_LUT_Up-1186	chr5	76388769	76390217	+	0	NA	Intergenic	AluSx|SINE|Alu	-13792	NM_006633	10788		NM_006633	ENSG00000145703	IQGAP2	-	IQ motif containing GTPase activating protein 2	protein-coding
C16_NA_LUT_Up-825	chr3	177697455	177697913	+	0	NA	intron (NR_047568, intron 3 of 3)	L1MA1|LINE|L1	-119181	NR_110826	102724550		NR_110826	ENSG00000231574	LINC02015	KCCAT211	long intergenic non-protein coding RNA 2015	ncRNA
C16_NA_LUT_Up-227	chr12	20486157	20486897	+	0	NA	intron (NM_000921, intron 1 of 15)	intron (NM_000921, intron 1 of 15)	-85552	NM_001378409	5139		NM_000921	ENSG00000172572	PDE3A	CGI-PDE|CGI-PDE A|CGI-PDE-A|HTNB	phosphodiesterase 3A	protein-coding
C16_NA_LUT_Up-1432	chr7	82156243	82156425	+	0	NA	intron (NM_001302890, intron 4 of 10)	Tigger19b|DNA|TcMar-Tigger	147157	NR_110076	101927356		NR_110076	ENSG00000223770	CACNA2D1-AS1	-	CACNA2D1 antisense RNA 1	ncRNA
C16_Up_LUT_NA-431	chr3	7682672	7683358	+	0	NA	intron (NM_000844, intron 9 of 9)	MIRb|SINE|MIR	-147731	NR_046606	100873937		NR_046606	ENSG00000236202	GRM7-AS1	-	GRM7 antisense RNA 1	ncRNA
C16_Up_LUT_NA-505	chr4	90317899	90318482	+	0	NA	intron (NM_207491, intron 3 of 7)	intron (NM_207491, intron 3 of 7)	83159	NM_207491	401145		NM_207491	ENSG00000184305	CCSER1	FAM190A	coiled-coil serine rich protein 1	protein-coding
C16_NA_LUT_Up-664	chr2	48146093	48146422	+	0	NA	Intergenic	L1MCc|LINE|L1	-168042	NM_001375443	3344		NM_002158	ENSG00000170802	FOXN2	HTLF	forkhead box N2	protein-coding
C16_Up_LUT_Up-398	chr8	75780300	75781716	+	0	NA	Intergenic	AmnSINE2|SINE|tRNA-Deu	241139	NM_004133	3174		NM_004133	ENSG00000164749	HNF4G	NR2A2|NR2A3	hepatocyte nuclear factor 4 gamma	protein-coding
C16_NA_LUT_Up-368	chr14	36423412	36423905	+	0	NA	Intergenic	Intergenic	89877	NR_161363	253970		NM_001101341	ENSG00000257520	SFTA3	NANCI|PAHRF|SFTPH|SP-H|SPH	surfactant associated 3	ncRNA
C16_Up_LUT_NA-83	chr10	93753750	93755136	+	0	NA	Intergenic	LTR88c|LTR|Gypsy?	-3366	NM_001308275	9211		NM_005097	ENSG00000108231	LGI1	ADLTE|ADPAEF|ADPEAF|EPITEMPIN|EPT|ETL1|IB1099	leucine rich glioma inactivated 1	protein-coding
C16_NA_LUT_Up-997	chr4	37318866	37319267	+	0	NA	intron (NM_001144990, intron 1 of 6)	L1PA16|LINE|L1	74323	NM_001144990	57495		NM_001144990	ENSG00000174145	NWD2	KIAA1239	NACHT and WD repeat domain containing 2	protein-coding
C16_Up_LUT_NA-660	chr8	108638889	108639142	+	0	NA	intron (NR_136411, intron 2 of 3)	MLT1H|LTR|ERVL-MaLR	148579	NM_153015	157753		NM_153015	ENSG00000164841	TMEM74	NET36	transmembrane protein 74	protein-coding
C16_NA_LUT_Up-1238	chr6	123016599	123016988	+	0	NA	intron (NM_001010852, intron 3 of 5)	intron (NM_001010852, intron 3 of 5)	20558	NM_001010852	134829		NM_001010852	ENSG00000146352	CLVS2	C6orf212|C6orf213|RLBP1L2|bA160A10.4	clavesin 2	protein-coding
C16_Up_LUT_NA-168	chr13	39148351	39148967	+	0	NA	Intergenic	Intergenic	110203	NM_001012754	387921		NM_001012754	ENSG00000188811	NHLRC3	-	NHL repeat containing 3	protein-coding
C16_NA_LUT_Up-934	chr4	132138366	132138994	+	0	NA	Intergenic	L1MC3|LINE|L1	373842	NR_125883	101927305		NR_125883	ENSG00000251676	SNHG27	-	small nucleolar RNA host gene 27	ncRNA
C16_Up_LUT_NA-662	chr8	111086682	111088072	+	0	NA	Intergenic	Intergenic	-59944	NR_125416	101927459		NR_125416	ENSG00000253877	LINC01608	-	long intergenic non-protein coding RNA 1608	ncRNA
C16_NA_LUT_Up-788	chr3	147846583	147847401	+	0	NA	Intergenic	Intergenic	-231167	NR_134937	100507461		NR_134937	ENSG00000241131	LINC02032	-	long intergenic non-protein coding RNA 2032	ncRNA
C16_NA_LUT_Up-256	chr12	63386841	63387608	+	0	NA	Intergenic	MER72|LTR|ERV1	-236023	NM_000706	552		NM_000706	ENSG00000166148	AVPR1A	AVPR V1a|AVPR1|V1aR	arginine vasopressin receptor 1A	protein-coding
C16_NA_LUT_Up-1640	chrX	21653586	21654080	+	0	NA	TTS (NM_153270)	TTS (NM_153270)	4497	NM_153270	257240		NM_153270	ENSG00000185915	KLHL34	-	kelch like family member 34	protein-coding
C16_NA_LUT_Up-959	chr4	155114798	155115458	+	0	NA	Intergenic	MER4C|LTR|ERV1	-58595	NM_001375470	4887		NM_000910	ENSG00000185149	NPY2R	NPY2-R	neuropeptide Y receptor Y2	protein-coding
C16_Up_LUT_NA-44	chr1	82449543	82449900	+	0	NA	Intergenic	MLT2B4|LTR|ERVL	-453462	NR_147074	103283057		NR_147074	ENSG00000230817	LINC01362	-	long intergenic non-protein coding RNA 1362	ncRNA
C16_NA_LUT_Up-1336	chr6	92762216	92763370	+	0	NA	Intergenic	Intergenic	654367	NM_001376470	2045		NM_004440	ENSG00000135333	EPHA7	EHK-3|EHK3|EK11|HEK11	EPH receptor A7	protein-coding
C16_NA_LUT_Up-1554	chr9	114460088	114461518	+	0	NA	intron (NM_015404, intron 3 of 11)	intron (NM_015404, intron 3 of 11)	-34635	NM_001346890	25861		NM_015404	ENSG00000095397	WHRN	CIP98|DFNB31|PDZD7B|USH2D|WI	whirlin	protein-coding
C16_NA_LUT_Up-855	chr3	55895848	55896643	+	0	NA	intron (NM_015576, intron 12 of 16)	intron (NM_015576, intron 12 of 16)	-43651	NR_037502	100500875		NR_037502	ENSG00000264013	MIR3938	-	microRNA 3938	ncRNA
C16_NA_LUT_Up-41	chr1	194442891	194443496	+	0	NA	Intergenic	Intergenic	1138448	NR_125789	101929184		NR_125789	ENSG00000232077	LINC01031	TCONS_00000361	long intergenic non-protein coding RNA 1031	ncRNA
C16_Up_LUT_Up-283	chr4	96916764	96917042	+	0	NA	Intergenic	MER1A|DNA|hAT-Charlie	-450023	NR_102713	101410545		NR_102713	ENSG00000251620	STPG2-AS1	-	STPG2 antisense RNA 1	ncRNA
C16_NA_LUT_Up-257	chr12	64544646	64545259	+	0	NA	Intergenic	Intergenic	-65543	NR_040718	283349		NM_178169	ENSG00000153179	RASSF3	RASSF5	Ras association domain family member 3	protein-coding
C16_NA_LUT_Up-87	chr1	60695691	60696319	+	0	NA	intron (NR_110628, intron 4 of 5)	intron (NR_110628, intron 4 of 5)	-73320	NR_146508	105378763		NR_146508	ENSG00000226476	LINC01748	-	long intergenic non-protein coding RNA 1748	ncRNA
C16_NA_LUT_Up-299	chr13	108980249	108980724	+	0	NA	intron (NM_015011, intron 20 of 34)	intron (NM_015011, intron 20 of 34)	186817	NR_047700	100885782		NR_047700	ENSG00000236242	MYO16-AS1	-	MYO16 antisense RNA 1	ncRNA
C16_Up_LUT_Up-291	chr5	124380018	124380564	+	0	NA	intron (NR_125774, intron 4 of 5)	L2c|LINE|L2	58229	NR_125774	103724389		NR_125774		LINC01170	-	long intergenic non-protein coding RNA 1170	ncRNA
C16_Up_LUT_NA-79	chr10	87586219	87586407	+	0	NA	Intergenic	LTR44|LTR|ERV1	-73565	NM_004670	9060		NM_004670	ENSG00000198682	PAPSS2	ATPSK2|BCYM4|SK2	3'-phosphoadenosine 5'-phosphosulfate synthase 2	protein-coding
C16_NA_LUT_Up-996	chr4	32106940	32107256	+	0	NA	intron (NR_125936, intron 1 of 2)	intron (NR_125936, intron 1 of 2)	-84676	NR_134682	105377651		NR_134682		LOC105377651	-	uncharacterized LOC105377651	ncRNA
C16_NA_LUT_Up-568	chr2	102796357	102796719	+	0	NA	intron (NM_001321346, intron 3 of 3)	MER117|DNA|hAT-Charlie	34507	NM_144632	130827		NM_144632	ENSG00000170417	TMEM182	-	transmembrane protein 182	protein-coding
C16_NA_LUT_Up-972	chr4	17166918	17167415	+	0	NA	Intergenic	(TGCCCT)n|Simple_repeat|Simple_repeat	18891	NR_125919	101929123		NR_125919	ENSG00000250819	LINC02493	-	long intergenic non-protein coding RNA 2493	ncRNA
C16_NA_LUT_Up-1538	chr8	97231948	97233034	+	0	NA	intron (NR_125390, intron 2 of 2)	intron (NR_125390, intron 2 of 2)	45437	NM_033512	85453		NM_033512	ENSG00000180543	TSPYL5	-	TSPY like 5	protein-coding
C16_NA_LUT_Up-811	chr3	168433415	168433753	+	0	NA	intron (NR_021485, intron 3 of 15)	intron (NR_021485, intron 3 of 15)	-118270	NR_030294	693136		NR_030294	ENSG00000207717	MIR551B	MIRN551B|mir-551b	microRNA 551b	ncRNA
C16_Up_LUT_Up-422	chrX	146055931	146057117	+	0	NA	Intergenic	Intergenic	-28652	NR_030581	100126341		NR_030581	ENSG00000216056	MIR891A	MIRN891A	microRNA 891a	ncRNA
C16_NA_LUT_Up-1114	chr5	157747247	157747974	+	0	NA	intron (NM_173491, intron 1 of 3)	intron (NM_173491, intron 1 of 3)	3898	NM_173491	134353		NM_173491	ENSG00000155858	LSM11	AGS8	LSM11, U7 small nuclear RNA associated	protein-coding
C16_Up_LUT_Up-18	chr1	210753372	210753719	+	0	NA	intron (NM_172362, intron 10 of 10)	intron (NM_172362, intron 10 of 10)	379829	NR_046784	100874296		NR_046784		KCNH1-IT1	-	KCNH1 intronic transcript 1	ncRNA
C16_NA_LUT_Up-226	chr12	19312072	19312732	+	0	NA	intron (NM_001143821, intron 14 of 27)	Tigger1|DNA|TcMar-Tigger	107077	NM_001256787	54477		NM_019012	ENSG00000052126	PLEKHA5	PEPP-2|PEPP2	pleckstrin homology domain containing A5	protein-coding
C16_Up_LUT_NA-305	chr2	209474005	209474300	+	0	NA	intron (NM_001375502, intron 1 of 14)	intron (NM_001375502, intron 1 of 14)	50105	NM_001375495	4133		NM_002374	ENSG00000078018	MAP2	MAP-2|MAP2A|MAP2B|MAP2C	microtubule associated protein 2	protein-coding
C16_NA_LUT_Up-261	chr12	71503715	71504723	+	0	NA	intron (NM_001277226, intron 1 of 16)	intron (NM_001277226, intron 1 of 16)	64421	NM_003667	8549		NM_003667	ENSG00000139292	LGR5	FEX|GPR49|GPR67|GRP49|HG38	leucine rich repeat containing G protein-coupled receptor 5	protein-coding
C16_NA_LUT_Up-970	chr4	165610864	165611626	+	0	NA	Intergenic	Intergenic	-73394	NR_121676	101928151		NR_121676	ENSG00000249500	LINC01179	-	long intergenic non-protein coding RNA 1179	ncRNA
C16_Up_LUT_Up-269	chr4	72314987	72315238	+	0	NA	intron (NM_014243, intron 11 of 21)	intron (NM_014243, intron 11 of 21)	254109	NM_014243	9508		NM_014243	ENSG00000156140	ADAMTS3	ADAMTS-4|HKLLS3	ADAM metallopeptidase with thrombospondin type 1 motif 3	protein-coding
C16_NA_LUT_Up-929	chr4	126658317	126658874	+	0	NA	Intergenic	Intergenic	-974362	NM_015693	27152		NM_015693	ENSG00000164066	INTU	CPLANE4|INT|OFD17|PDZD6|PDZK6|SRTD20	inturned planar cell polarity protein	protein-coding
C16_NA_LUT_Up-105	chr1	95067133	95067443	+	0	NA	non-coding (NR_132786, exon 2 of 2)	non-coding (NR_132786, exon 2 of 2)	5663	NR_131032	199857		NM_144988	ENSG00000172339	ALG14	CMS15|IDDEBF|MEPCA	ALG14 UDP-N-acetylglucosaminyltransferase subunit	protein-coding
C16_Up_LUT_Up-420	chrX	11295981	11296893	+	0	NA	intron (NM_182681, intron 2 of 4)	Tigger19b|DNA|TcMar-Tigger	3024	NM_001142	265		NM_001142	ENSG00000125363	AMELX	AI1E|AIH1|ALGN|AMG|AMGL|AMGX	amelogenin X-linked	protein-coding
C16_NA_LUT_Up-471	chr16	63195404	63195864	+	0	NA	Intergenic	Intergenic	-1159196	NM_001796	1006		NM_001796	ENSG00000150394	CDH8	Nbla04261	cadherin 8	protein-coding
C16_NA_LUT_Up-859	chr3	57825086	57825848	+	0	NA	intron (NR_165328, intron 2 of 22)	L1MB4|LINE|L1	-64447	NM_001311178	7871		NM_007159	ENSG00000163681	SLMAP	SLAP	sarcolemma associated protein	protein-coding
C16_NA_LUT_Up-1594	chr9	84542616	84543036	+	0	NA	Intergenic	Intergenic	-125696	NM_001369542	4915		NM_006180	ENSG00000148053	NTRK2	DEE58|EIEE58|GP145-TrkB|OBHD|TRKB|trk-B	neurotrophic receptor tyrosine kinase 2	protein-coding
C16_NA_LUT_Up-444	chr15	80068691	80069079	+	0	NA	intron (NM_001242914, intron 1 of 6)	L2c|LINE|L2	-3676	NM_001242916	54469		NM_019006	ENSG00000086666	ZFAND6	AWP1|ZA20D3|ZFAND5B	zinc finger AN1-type containing 6	protein-coding
C16_NA_LUT_Up-295	chr13	104614165	104615098	+	0	NA	Intergenic	Intergenic	-851236	NM_001161814	267012		NM_172370	ENSG00000182346	DAOA	LG72|SG72	D-amino acid oxidase activator	protein-coding
C16_Up_LUT_NA-777	chrX	21056664	21056969	+	0	NA	Intergenic	L1MA9|LINE|L1	-317602	NM_001330772	22866		NM_014927	ENSG00000149970	CNKSR2	CNK2|KSR2|MAGUIN|MRXSHG	connector enhancer of kinase suppressor of Ras 2	protein-coding
C16_NA_LUT_Up-1344	chr7	110065057	110065541	+	0	NA	Intergenic	Intergenic	-105086	NR_003024	442720		NR_003024	ENSG00000237064	EIF3IP1	RG208K23	eukaryotic translation initiation factor 3 subunit I pseudogene 1	pseudo
C16_NA_LUT_Up-834	chr3	181699162	181699732	+	0	NA	intron (NR_075093, intron 4 of 4)	intron (NR_075093, intron 4 of 4)	-12478	NM_003106	6657		NM_003106	ENSG00000181449	SOX2	ANOP3|MCOPS3	SRY-box transcription factor 2	protein-coding
C16_Up_LUT_NA-703	chr8	65151947	65153246	+	0	NA	Intergenic	Intergenic	27744	NR_038901	552859		NR_038901	ENSG00000280725	LINC00251	C8orf25|NCRNA00251	long intergenic non-protein coding RNA 251	ncRNA
C16_NA_LUT_Up-736	chr22	19654510	19655103	+	0	NA	Intergenic	L1M4|LINE|L1	-59697	NM_002688	5413		NM_002688	ENSG00000184702	SEPTIN5	CDCREL|CDCREL-1|CDCREL1|H5|HCDCREL-1|PNUTL1|SEPT5|Septin-5	septin 5	protein-coding
C16_Up_LUT_NA-93	chr11	13030991	13031212	+	0	NA	Intergenic	Intergenic	21785	NM_001080521	644943		NM_001080521	ENSG00000189431	RASSF10	-	Ras association domain family member 10	protein-coding
C16_NA_LUT_Up-897	chr4	107509414	107510251	+	0	NA	Intergenic	Intergenic	210402	NM_005443	9061		NM_005443	ENSG00000138801	PAPSS1	ATPSK1|PAPSS|SK1	3'-phosphoadenosine 5'-phosphosulfate synthase 1	protein-coding
C16_NA_LUT_Up-1435	chr7	83695163	83695782	+	0	NA	Intergenic	Intergenic	-46333	NM_012431	9723		NM_012431	ENSG00000170381	SEMA3E	M-SEMAH|M-SemaK|SEMAH|coll-5	semaphorin 3E	protein-coding
C16_Up_LUT_Up-45	chr11	17921598	17921879	+	0	NA	intron (NR_104040, intron 9 of 11)	L2c|LINE|L2	91309	NR_104041	26297		NM_012139	ENSG00000129158	SERGEF	DELGEF|Gnefr	secretion regulating guanine nucleotide exchange factor	protein-coding
C16_Up_LUT_NA-440	chr4	102196277	102196465	+	0	NA	Intergenic	MLT1D|LTR|ERVL-MaLR	127941	NM_001135148	64116		NM_022154	ENSG00000138821	SLC39A8	BIGM103|CDG2N|LZT-Hs6|PP3105|ZIP8	solute carrier family 39 member 8	protein-coding
C16_Up_LUT_Up-217	chr3	25870555	25870962	+	0	NA	intron (NR_034055, intron 3 of 7)	L1MEd|LINE|L1	2937	NR_034055	285326		NR_034055	ENSG00000230891	LINC00692	-	long intergenic non-protein coding RNA 692	ncRNA
C16_Up_LUT_NA-442	chr4	110609080	110609809	+	0	NA	intron (NR_147204, intron 1 of 3)	intron (NR_147204, intron 1 of 3)	6014	NR_147204	110231149		NR_147203	ENSG00000250103	PANCR	-	PITX2 adjacent non-coding RNA	ncRNA
C16_Up_LUT_NA-309	chr2	215619150	215620252	+	0	NA	intron (NR_037195, intron 8 of 9)	intron (NR_037195, intron 8 of 9)	-98342	NR_132383	105373869		NR_132383	ENSG00000230838	LINC01614	LCAL4	long intergenic non-protein coding RNA 1614	ncRNA
C16_Up_LUT_Up-101	chr14	79820319	79821573	+	0	NA	intron (NM_138970, intron 5 of 5)	intron (NM_138970, intron 5 of 5)	-390473	NR_038355	100628307		NR_038355	ENSG00000258766	DIO2-AS1	-	DIO2 antisense RNA 1	ncRNA
C16_Up_LUT_NA-66	chr10	58027567	58028072	+	0	NA	Intergenic	MLT1E2|LTR|ERVL-MaLR	240075	NM_152230	253430		NM_152230	ENSG00000151151	IPMK	-	inositol polyphosphate multikinase	protein-coding
C16_NA_LUT_Up-109	chr10	101684853	101685251	+	0	NA	intron (NM_001323541, intron 1 of 8)	intron (NM_001323541, intron 1 of 8)	10118	NM_022039	6468		NM_022039	ENSG00000107829	FBXW4	DAC|FBW4|FBWD4|SHFM3|SHSF3	F-box and WD repeat domain containing 4	protein-coding
C16_Up_LUT_Up-265	chr4	60545149	60545702	+	0	NA	Intergenic	Intergenic	-377194	NR_039652	100616450		NR_039652	ENSG00000265829	MIR548AG1	-	microRNA 548ag-1	ncRNA
C16_NA_LUT_Up-925	chr4	124477716	124477959	+	0	NA	Intergenic	Intergenic	80597	NR_110838	101927087		NR_110838	ENSG00000261083	LINC02516	-	long intergenic non-protein coding RNA 2516	ncRNA
C16_NA_LUT_Up-1647	chrX	28472693	28473300	+	0	NA	Intergenic	Intergenic	22667	NR_106750	102465140		NR_106750	ENSG00000277569	MIR6134	hsa-mir-6134	microRNA 6134	ncRNA
C16_NA_LUT_Up-829	chr3	178353443	178353862	+	0	NA	Intergenic	Intergenic	-65549	NR_046786	100874330		NR_046786	ENSG00000223941	LINC01014	KCNMB2-IT1	long intergenic non-protein coding RNA 1014	ncRNA
C16_NA_LUT_Up-1294	chr6	24052447	24053662	+	0	NA	Intergenic	Intergenic	-73161	NM_080723	140767		NM_080723	ENSG00000152954	NRSN1	VMP|p24	neurensin 1	protein-coding
C16_NA_LUT_Up-1433	chr7	82257081	82258516	+	0	NA	intron (NM_001302890, intron 3 of 10)	intron (NM_001302890, intron 3 of 10)	185979	NM_000722	781		NM_000722	ENSG00000153956	CACNA2D1	CACNA2|CACNL2A|CCHL2A|DEE110|LINC01112|lncRNA-N3	calcium voltage-gated channel auxiliary subunit alpha2delta 1	protein-coding
C16_Up_LUT_NA-509	chr4	95465065	95465421	+	0	NA	intron (NM_003728, intron 1 of 15)	intron (NM_003728, intron 1 of 15)	83730	NM_003728	8633		NM_003728	ENSG00000182168	UNC5C	UNC5H3	unc-5 netrin receptor C	protein-coding
C16_NA_LUT_Up-412	chr14	95042574	95043526	+	0	NA	Intergenic	L1MD2|LINE|L1	90453	NM_001195573	23405		NM_030621	ENSG00000100697	DICER1	DCR1|Dicer|Dicer1e|GLOW|HERNA|K12H4.8-LIKE|MNG1|RMSE2|aviD	dicer 1, ribonuclease III	protein-coding
C16_NA_LUT_Up-870	chr3	78994282	78994907	+	0	NA	intron (NM_002941, intron 3 of 30)	intron (NM_002941, intron 3 of 30)	24865	NM_133631	6091		NM_002941	ENSG00000169855	ROBO1	CPHD8|DUTT1|NORS|NYS8|SAX3	roundabout guidance receptor 1	protein-coding
C16_NA_LUT_Up-911	chr4	116005170	116005738	+	0	NA	Intergenic	Intergenic	-294271	NR_031737	100302290		NR_031737	ENSG00000284253	MIR1973	hsa-mir-1973|mir-1973	microRNA 1973	ncRNA
C16_Up_LUT_Up-216	chr3	194722690	194723189	+	0	NA	intron (NR_037891, intron 1 of 3)	intron (NR_037891, intron 1 of 3)	14518	NR_037891	100507391		NR_037891	ENSG00000237222	LINC01968	-	long intergenic non-protein coding RNA 1968	ncRNA
C16_Up_LUT_Up-384	chr8	125757296	125758666	+	0	NA	Intergenic	Intergenic	193216	NR_038447	100130231		NR_038446	ENSG00000245164	LINC00861	-	long intergenic non-protein coding RNA 861	ncRNA
C16_NA_LUT_Up-410	chr14	91934673	91935321	+	0	NA	intron (NM_001384161, intron 5 of 12)	intron (NM_001384161, intron 5 of 12)	12035	NM_001384159	10516		NM_006329	ENSG00000140092	FBLN5	ADCL2|ARCL1A|ARMD3|CMT1H|DANCE|EVEC|FIBL-5|HNARMD|UP50	fibulin 5	protein-coding
C16_NA_LUT_Up-872	chr3	8001423	8002029	+	0	NA	intron (NR_110131, intron 1 of 3)	intron (NR_110131, intron 1 of 3)	14581	NR_110131	101927394		NR_110131	ENSG00000227110	LOC101927394	-	uncharacterized LOC101927394	ncRNA
C16_NA_LUT_Up-737	chr22	20479594	20480128	+	0	NA	intron (NM_032775, intron 2 of 6)	L1MB2|LINE|L1	15934	NM_032775	84861		NM_032775	ENSG00000099910	KLHL22	KELCHL	kelch like family member 22	protein-coding
C16_Up_LUT_Up-42	chr11	113008810	113009421	+	0	NA	intron (NM_001076682, intron 1 of 18)	L4_A_Mam|LINE|RTE-X	-45655	NR_120563	101928847		NR_120563	ENSG00000247416	LOC101928847	-	uncharacterized LOC101928847	ncRNA
C16_NA_LUT_Up-896	chr4	10722279	10722812	+	0	NA	Intergenic	Intergenic	-37777	NM_052964	116449		NM_052964	ENSG00000109684	CLNK	MIST	cytokine dependent hematopoietic cell linker	protein-coding
C16_Up_LUT_Up-182	chr21	17400256	17400759	+	0	NA	Intergenic	Intergenic	-38383	NR_037586	100505929		NM_001005521		LINC01549	C21orf37	long intergenic non-protein coding RNA 1549	ncRNA
C16_NA_LUT_Up-794	chr3	153354892	153355755	+	0	NA	Intergenic	ERV3-16A3_I-int|LTR|ERVL	-129172	NR_160966	152118		NR_160966	ENSG00000237787	LINC02877	C3orf79	long intergenic non-protein coding RNA 2877	ncRNA
C16_NA_LUT_Up-97	chr1	83093655	83094393	+	0	NA	intron (NR_147074, intron 8 of 10)	intron (NR_147074, intron 8 of 10)	-107816	NR_110633	101927498		NR_110632	ENSG00000236268	LINC01361	-	long intergenic non-protein coding RNA 1361	ncRNA
C16_Up_LUT_NA-776	chrX	20712718	20713059	+	0	NA	Intergenic	Intergenic	-445979	NM_004586	6197		NM_004586	ENSG00000177189	RPS6KA3	CLS|HU-3|ISPK-1|MAPKAPK1B|MRX19|RSK|RSK2|S6K-alpha3|XLID19|p90-RSK2|pp90RSK2	ribosomal protein S6 kinase A3	protein-coding
C16_Up_LUT_Up-180	chr20	42308703	42309545	+	0	NA	intron (NM_007050, intron 12 of 30)	intron (NM_007050, intron 12 of 30)	-376359	NR_110004	101927159		NR_110004	ENSG00000229042	LOC101927159	-	uncharacterized LOC101927159	ncRNA
C16_Up_LUT_NA-414	chr3	192082779	192083496	+	0	NA	Intergenic	Charlie3|DNA|hAT-Charlie	-155493	NR_046596	100873986		NR_046596	ENSG00000231383	FGF12-AS1	-	FGF12 antisense RNA 1	ncRNA
C16_NA_LUT_Up-955	chr4	149881972	149882452	+	0	NA	Intergenic	Intergenic	-66369	NM_001378182	285423		NM_001363507	ENSG00000234828	IQCM	-	IQ motif containing M	protein-coding
C16_NA_LUT_Up-837	chr3	186994211	186994421	+	0	NA	intron (NM_173216, intron 2 of 7)	MamRep137|DNA|TcMar-Tigger	-27539	NM_003032	6480		NM_003032	ENSG00000073849	ST6GAL1	CDw75|SIAT1|ST6GalI|ST6N	ST6 beta-galactoside alpha-2,6-sialyltransferase 1	protein-coding
C16_Up_LUT_NA-123	chr12	17180665	17180859	+	0	NA	Intergenic	MLT1K|LTR|ERVL-MaLR	192015	NR_036619	728622		NR_036619		SKP1P2	SKP1B|p19B	S-phase kinase associated protein 1 pseudogene 2	pseudo
C16_Up_LUT_NA-99	chr11	27796119	27796971	+	0	NA	Intergenic	Intergenic	-74515	NM_170731	627		NM_001709	ENSG00000176697	BDNF	ANON2|BULN2	brain derived neurotrophic factor	protein-coding
C16_NA_LUT_Up-1374	chr7	141203657	141204011	+	0	NA	intron (NM_001195278, intron 1 of 3)	MIR|SINE|MIR	129770	NM_001195278	100507421		NM_001195278	ENSG00000261115	TMEM178B	-	transmembrane protein 178B	protein-coding
C16_Up_LUT_NA-774	chrX	17602269	17602632	+	0	NA	intron (NM_001291867, intron 1 of 8)	intron (NM_001291867, intron 1 of 8)	-33050	NM_001291868	4810		NM_198270	ENSG00000188158	NHS	CTRCT40|CXN|SCML1	NHS actin remodeling regulator	protein-coding
C16_NA_LUT_Up-796	chr3	157716280	157717121	+	0	NA	Intergenic	Intergenic	173388	NR_024016	152078		NM_001099777	ENSG00000293490	SLC66A1LP	C3orf55|PQLC2L|SLC66A1L|SLC66A2L	solute carrier family 66 member 1 like, pseudogene	pseudo
C16_NA_LUT_Up-894	chr4	105998476	105998967	+	0	NA	Intergenic	MIRb|SINE|MIR	23757	NR_125928	101929577		NR_125928	ENSG00000249635	LOC101929577	-	uncharacterized LOC101929577	ncRNA
C16_NA_LUT_Down-23	chr19	46478469	46478779	+	0	NA	Intergenic	Intergenic	-7061	NM_018215	55228		NM_018215	ENSG00000182013	PNMA8A	PNMAL1	PNMA family member 8A	protein-coding
C16_NA_LUT_Up-235	chr12	23757606	23757919	+	0	NA	intron (NM_152989, intron 6 of 17)	intron (NM_152989, intron 6 of 17)	-173176	NM_178010	6660		NM_006940	ENSG00000134532	SOX5	L-SOX5|L-SOX5B|L-SOX5F|LAMSHF	SRY-box transcription factor 5	protein-coding
C16_NA_LUT_Up-323	chr13	58998253	58998612	+	0	NA	Intergenic	Intergenic	-765315	NR_132367	106144531		NR_132367	ENSG00000232954	LINC00374	-	long intergenic non-protein coding RNA 374	ncRNA
C16_NA_LUT_Up-447	chr15	84967437	84967711	+	0	NA	intron (NM_001321721, intron 16 of 16)	intron (NM_001321721, intron 16 of 16)	-12893	NM_001243137	5151		NM_002605	ENSG00000073417	PDE8A	HsT19550	phosphodiesterase 8A	protein-coding
